scenario,source,variable,shock,horizon,response
kappa_0p10,dynare,pi,e_x,3,-8.11944558494e-05
kappa_0p10,dynare,pi,e_x,4,-5.32698135171e-05
kappa_0p10,dynare,pi,e_x,5,-3.49490984632e-05
kappa_0p10,dynare,pi,e_x,6,-2.29292990297e-05
kappa_0p10,dynare,pi,e_x,7,-1.50433852979e-05
kappa_0p10,dynare,pi,e_x,8,-9.86961881941e-06
kappa_0p10,dynare,pi,e_x,9,-6.47522972468e-06
kappa_0p10,dynare,pi,e_x,10,-4.248249173e-06
kappa_0p10,dynare,pi,e_x,11,-2.78717849455e-06
kappa_0p10,dynare,pi,e_x,12,-1.82860365391e-06
kappa_0p10,dynare,pi,e_x,13,-1.19970476582e-06
kappa_0p10,dynare,pi,e_x,14,-7.8709868158e-07
kappa_0p10,dynare,pi,e_x,15,-5.1639732724e-07
kappa_0p10,dynare,pi,e_x,16,-3.38796399767e-07
kappa_0p10,dynare,pi,e_x,17,-2.22276519339e-07
kappa_0p10,dynare,pi,e_x,18,-1.45830507891e-07
kappa_0p10,dynare,pi,e_x,19,-9.56760394437e-08
kappa_0p10,dynare,pi,e_pi,0,0.00235704187662
kappa_0p10,dynare,pi,e_pi,1,-0.000270932319121
kappa_0p10,dynare,pi,e_pi,2,-0.000177752458149
kappa_0p10,dynare,pi,e_pi,3,-0.000116619296216
kappa_0p10,dynare,pi,e_pi,4,-7.6511235859e-05
kappa_0p10,dynare,pi,e_pi,5,-5.01972606816e-05
kappa_0p10,dynare,pi,e_pi,6,-3.29332672731e-05
kappa_0p10,dynare,pi,e_pi,7,-2.16067585871e-05
kappa_0p10,dynare,pi,e_pi,8,-1.41756969562e-05
kappa_0p10,dynare,pi,e_pi,9,-9.30034847122e-06
kappa_0p10,dynare,pi,e_pi,10,-6.10174455292e-06
kappa_0p10,dynare,pi,e_pi,11,-4.00321414883e-06
kappa_0p10,dynare,pi,e_pi,12,-2.6264166555e-06
kappa_0p10,dynare,pi,e_pi,13,-1.72313151179e-06
kappa_0p10,dynare,pi,e_pi,14,-1.13050692117e-06
kappa_0p10,dynare,pi,e_pi,15,-7.41699568532e-07
kappa_0p10,dynare,pi,e_pi,16,-4.86612014184e-07
kappa_0p10,dynare,pi,e_pi,17,-3.19254941481e-07
kappa_0p10,dynare,pi,e_pi,18,-2.09455818371e-07
kappa_0p10,dynare,pi,e_pi,19,-1.37419141097e-07
kappa_0p10,dynare,pi,e_i,0,-0.000878982099856
kappa_0p10,dynare,pi,e_i,1,-0.000576679922963
kappa_0p10,dynare,pi,e_i,2,-0.000378346423212
kappa_0p10,dynare,pi,e_i,3,-0.000248224379344
kappa_0p10,dynare,pi,e_i,4,-0.000162854301562
kappa_0p10,dynare,pi,e_i,5,-0.000106844958611
kappa_0p10,dynare,pi,e_i,6,-7.00985179457e-05
kappa_0p10,dynare,pi,e_i,7,-4.59900240691e-05
kappa_0p10,dynare,pi,e_i,8,-3.01729961754e-05
kappa_0p10,dynare,pi,e_i,9,-1.97958082569e-05
kappa_0p10,dynare,pi,e_i,10,-1.29875741297e-05
kappa_0p10,dynare,pi,e_i,11,-8.52084843345e-06
kappa_0p10,dynare,pi,e_i,12,-5.59033252097e-06
kappa_0p10,dynare,pi,e_i,13,-3.66768848656e-06
kappa_0p10,dynare,pi,e_i,14,-2.40628599174e-06
kappa_0p10,dynare,pi,e_i,15,-1.57870885035e-06
kappa_0p10,dynare,pi,e_i,16,-1.03575453738e-06
kappa_0p10,dynare,pi,e_i,17,-6.79534710573e-07
kappa_0p10,dynare,pi,e_i,18,-4.45827081812e-07
kappa_0p10,dynare,pi,e_i,19,-2.92496886155e-07
kappa_0p10,dynare,i,e_x,0,0.000156226433192
kappa_0p10,dynare,i,e_x,1,0.000102496566736
kappa_0p10,dynare,i,e_x,2,6.72456381297e-05
kappa_0p10,dynare,i,e_x,3,4.41183152906e-05
kappa_0p10,dynare,i,e_x,4,2.89450111295e-05
kappa_0p10,dynare,i,e_x,5,1.89901555345e-05
kappa_0p10,dynare,i,e_x,6,1.24590039234e-05
kappa_0p10,dynare,i,e_x,7,8.17406568793e-06
kappa_0p10,dynare,i,e_x,8,5.36281634401e-06
kappa_0p10,dynare,i,e_x,9,3.51842035991e-06
kappa_0p10,dynare,i,e_x,10,2.30835460976e-06
kappa_0p10,dynare,i,e_x,11,1.51445832486e-06
kappa_0p10,dynare,i,e_x,12,9.93601246547e-07
kappa_0p10,dynare,i,e_x,13,6.51878906758e-07
kappa_0p10,dynare,i,e_x,14,4.27682745521e-07
kappa_0p10,dynare,i,e_x,15,2.80592804768e-07
kappa_0p10,dynare,i,e_x,16,1.84090480413e-07
kappa_0p10,dynare,i,e_x,17,1.20777526732e-07
kappa_0p10,dynare,i,e_x,18,7.9239355185e-08
kappa_0p10,dynare,i,e_x,19,5.19871169741e-08
kappa_0p10,dynare,i,e_pi,0,0.000224387447377
kappa_0p10,dynare,i,e_pi,1,0.000147215439186
kappa_0p10,dynare,i,e_pi,2,9.65846609878e-05
kappa_0p10,dynare,i,e_pi,3,6.33669728507e-05
kappa_0p10,dynare,i,e_pi,4,4.15736122816e-05
kappa_0p10,dynare,i,e_pi,5,2.72754900603e-05
kappa_0p10,dynare,i,e_pi,6,1.78948211907e-05
kappa_0p10,dynare,i,e_pi,7,1.17403802733e-05
kappa_0p10,dynare,i,e_pi,8,7.70259325262e-06
kappa_0p10,dynare,i,e_pi,9,5.05349413175e-06
kappa_0p10,dynare,i,e_pi,10,3.31548117654e-06
kappa_0p10,dynare,i,e_pi,11,2.17521088289e-06
kappa_0p10,dynare,i,e_pi,12,1.42710579041e-06
kappa_0p10,dynare,i,e_pi,13,9.3629125941e-07
kappa_0p10,dynare,i,e_pi,14,6.14279143381e-07
kappa_0p10,dynare,i,e_pi,15,4.03014406255e-07
kappa_0p10,dynare,i,e_pi,16,2.64408475201e-07
kappa_0p10,dynare,i,e_pi,17,1.73472314322e-07
kappa_0p10,dynare,i,e_pi,18,1.13811192373e-07
kappa_0p10,dynare,i,e_pi,19,7.46689035654e-08
kappa_0p10,dynare,i,e_i,0,0.000477609080701
kappa_0p10,dynare,i,e_i,1,0.000313348324056
kappa_0p10,dynare,i,e_i,2,0.000205580622639
kappa_0p10,dynare,i,e_i,3,0.000134876714378
kappa_0p10,dynare,i,e_i,4,8.84895076588e-05
kappa_0p10,dynare,i,e_i,5,5.80559290889e-05
kappa_0p10,dynare,i,e_i,6,3.80891587212e-05
kappa_0p10,dynare,i,e_i,7,2.49894202859e-05
kappa_0p10,dynare,i,e_i,8,1.63949834333e-05
kappa_0p10,dynare,i,e_i,9,1.07563712445e-05
kappa_0p10,dynare,i,e_i,10,7.05700757915e-06
kappa_0p10,dynare,i,e_i,11,4.62994023172e-06
kappa_0p10,dynare,i,e_i,12,3.03759721226e-06
kappa_0p10,dynare,i,e_i,13,1.99289761037e-06
kappa_0p10,dynare,i,e_i,14,1.30749424887e-06
kappa_0p10,dynare,i,e_i,15,8.57816880269e-07
kappa_0p10,dynare,i,e_i,16,5.62793909581e-07
kappa_0p10,dynare,i,e_i,17,3.69236129466e-07
kappa_0p10,dynare,i,e_i,18,2.42247325322e-07
kappa_0p10,dynare,i,e_i,19,1.58932894e-07
kappa_0p13,dynare,x,e_x,0,0.00393088231678
kappa_0p13,dynare,x,e_x,1,-0.00067362165461
kappa_0p13,dynare,x,e_x,2,-0.000424430481958
kappa_0p13,dynare,x,e_x,3,-0.000267421976093
kappa_0p13,dynare,x,e_x,4,-0.000168495233819
kappa_0p13,dynare,x,e_x,5,-0.000106164213707
kappa_0p13,dynare,x,e_x,6,-6.68911518533e-05
kappa_0p13,dynare,x,e_x,7,-4.2146275473e-05
kappa_0p13,dynare,x,e_x,8,-2.65552092771e-05
kappa_0p13,dynare,x,e_x,9,-1.67317071754e-05
kappa_0p13,dynare,x,e_x,10,-1.05421886185e-05
kappa_0p13,dynare,x,e_x,11,-6.6423431694e-06
kappa_0p13,dynare,x,e_x,12,-4.18515778616e-06
kappa_0p13,dynare,x,e_x,13,-2.63695284154e-06
kappa_0p13,dynare,x,e_x,14,-1.66147147702e-06
kappa_0p13,dynare,x,e_x,15,-1.04684749209e-06
kappa_0p13,dynare,x,e_x,16,-6.59589819545e-07
kappa_0p13,dynare,x,e_x,17,-4.15589408517e-07
kappa_0p13,dynare,x,e_x,18,-2.61851458822e-07
kappa_0p13,dynare,x,e_x,19,-1.64985404059e-07
kappa_0p13,dynare,x,e_pi,0,-0.00142475545551
kappa_0p13,dynare,x,e_pi,1,-0.000897699235938
kappa_0p13,dynare,x,e_pi,2,-0.000565615604479
kappa_0p13,dynare,x,e_pi,3,-0.000356378839618
kappa_0p13,dynare,x,e_pi,4,-0.000224544507475
kappa_0p13,dynare,x,e_pi,5,-0.000141479319847
kappa_0p13,dynare,x,e_pi,6,-8.91422291708e-05
kappa_0p13,dynare,x,e_pi,7,-5.61660674517e-05
kappa_0p13,dynare,x,e_pi,8,-3.53886946998e-05
kappa_0p13,dynare,x,e_pi,9,-2.22974434455e-05
kappa_0p13,dynare,x,e_pi,10,-1.40490060009e-05
kappa_0p13,dynare,x,e_pi,11,-8.85189237489e-06
kappa_0p13,dynare,x,e_pi,12,-5.57733398444e-06
kappa_0p13,dynare,x,e_pi,13,-3.51412478333e-06
kappa_0p13,dynare,x,e_pi,14,-2.21415339789e-06
kappa_0p13,dynare,x,e_pi,15,-1.39507717331e-06
kappa_0p13,dynare,x,e_pi,16,-8.7899976639e-07
kappa_0p13,dynare,x,e_pi,17,-5.53833582897e-07
kappa_0p13,dynare,x,e_pi,18,-3.4895531179e-07
kappa_0p13,dynare,x,e_pi,19,-2.19867146715e-07
kappa_0p13,dynare,x,e_i,0,-0.00303259452025
kappa_0p13,dynare,x,e_i,1,-0.00191075441979
kappa_0p13,dynare,x,e_i,2,-0.00120391381979
kappa_0p13,dynare,x,e_i,3,-0.000758552993764
kappa_0p13,dynare,x,e_i,4,-0.000477943383397
kappa_0p13,dynare,x,e_i,5,-0.000301138983843
kappa_0p13,dynare,x,e_i,6,-0.000189739393284
kappa_0p13,dynare,x,e_i,7,-0.000119549574433
kappa_0p13,dynare,x,e_i,8,-7.53248995892e-05
kappa_0p13,dynare,x,e_i,9,-4.74601480182e-05
kappa_0p13,dynare,x,e_i,10,-2.99033342519e-05
kappa_0p13,dynare,x,e_i,11,-1.88412686585e-05
kappa_0p13,dynare,x,e_i,12,-1.18713653023e-05
kappa_0p13,dynare,x,e_i,13,-7.47982084939e-06
kappa_0p13,dynare,x,e_i,14,-4.71282944415e-06
kappa_0p13,dynare,x,e_i,15,-2.96942424383e-06
kappa_0p13,dynare,x,e_i,16,-1.87095256561e-06
kappa_0p13,dynare,x,e_i,17,-1.1788357659e-06
kappa_0p13,dynare,x,e_i,18,-7.42752001584e-07
kappa_0p13,dynare,x,e_i,19,-4.67987612705e-07
kappa_0p13,dynare,pi,e_x,0,0.000278943479459
kappa_0p13,dynare,pi,e_x,1,-0.000233792510631
kappa_0p13,dynare,pi,e_x,2,-0.000147306232343
kappa_0p13,dynare,pi,e_x,3,-9.28136065116e-05
kappa_0p13,dynare,pi,e_x,4,-5.84793013621e-05
kappa_0p13,dynare,pi,e_x,5,-3.68461997796e-05
kappa_0p13,dynare,pi,e_x,6,-2.32157773191e-05
kappa_0p13,dynare,pi,e_x,7,-1.46276229233e-05
kappa_0p13,dynare,pi,e_x,8,-9.21646298739e-06
kappa_0p13,dynare,pi,e_x,9,-5.80703990276e-06
kappa_0p13,dynare,pi,e_x,10,-3.65885616623e-06
kappa_0p13,dynare,pi,e_x,11,-2.30534466257e-06
kappa_0p13,dynare,pi,e_x,12,-1.45253428169e-06
kappa_0p13,dynare,pi,e_x,13,-9.15201910479e-07
kappa_0p13,dynare,pi,e_x,14,-5.76643558435e-07
kappa_0p13,dynare,pi,e_x,15,-3.6332725017e-07
kappa_0p13,dynare,pi,e_x,16,-2.28922509902e-07
kappa_0p13,dynare,pi,e_x,17,-1.44237778795e-07
kappa_0p13,dynare,pi,e_x,18,-9.08802583042e-08
kappa_0p13,dynare,pi,e_x,19,-5.72611518179e-08
kappa_0p13,dynare,pi,e_pi,0,0.00227551299428
kappa_0p13,dynare,pi,e_pi,1,-0.00031156266537
kappa_0p13,dynare,pi,e_pi,2,-0.000196307068394
kappa_0p13,dynare,pi,e_pi,3,-0.000123687685929
kappa_0p13,dynare,pi,e_pi,4,-7.79322098564e-05
kappa_0p13,dynare,pi,e_pi,5,-4.91029425242e-05
kappa_0p13,dynare,pi,e_pi,6,-3.09384138982e-05
kappa_0p13,dynare,pi,e_pi,7,-1.94934438819e-05
kappa_0p13,dynare,pi,e_pi,8,-1.22822829777e-05
kappa_0p13,dynare,pi,e_pi,9,-7.73872877763e-06
kappa_0p13,dynare,pi,e_pi,10,-4.87596021053e-06
kappa_0p13,dynare,pi,e_pi,11,-3.0722084541e-06
kappa_0p13,dynare,pi,e_pi,12,-1.93571407024e-06
kappa_0p13,dynare,pi,e_pi,13,-1.21964020922e-06
kappa_0p13,dynare,pi,e_pi,14,-7.68461759317e-07
kappa_0p13,dynare,pi,e_pi,15,-4.8418662411e-07
kappa_0p13,dynare,pi,e_pi,16,-3.05072678145e-07
kappa_0p13,dynare,pi,e_pi,17,-1.92217905899e-07
kappa_0p13,dynare,pi,e_pi,18,-1.2111121708e-07
kappa_0p13,dynare,pi,e_pi,19,-7.63088476804e-08
kappa_0p13,dynare,pi,e_i,0,-0.00105251647088
kappa_0p13,dynare,pi,e_i,1,-0.000663161687195
kappa_0p13,dynare,pi,e_i,2,-0.000417839944108
kappa_0p13,dynare,pi,e_i,3,-0.000263269459414
kappa_0p13,dynare,pi,e_i,4,-0.000165878847242
kappa_0p13,dynare,pi,e_i,5,-0.000104515700467
kappa_0p13,dynare,pi,e_i,6,-6.58524689903e-05
kappa_0p13,dynare,pi,e_i,7,-4.14918299618e-05
kappa_0p13,dynare,pi,e_i,8,-2.61428611558e-05
kappa_0p13,dynare,pi,e_i,9,-1.64718979625e-05
kappa_0p13,dynare,pi,e_i,10,-1.03784899775e-05
kappa_0p13,dynare,pi,e_i,11,-6.53920115691e-06
kappa_0p13,dynare,pi,e_i,12,-4.12017084019e-06
kappa_0p13,dynare,pi,e_i,13,-2.59600635384e-06
kappa_0p13,dynare,pi,e_i,14,-1.63567222102e-06
kappa_0p13,dynare,pi,e_i,15,-1.03059209029e-06
kappa_0p13,dynare,pi,e_i,16,-6.49347737847e-07
kappa_0p13,dynare,pi,e_i,17,-4.09136154466e-07
kappa_0p13,dynare,pi,e_i,18,-2.5778544089e-07
kappa_0p13,dynare,pi,e_i,19,-1.62423517964e-07
kappa_0p13,dynare,i,e_x,0,0.000161703517982
kappa_0p13,dynare,i,e_x,1,0.00010188494031
kappa_0p13,dynare,i,e_x,2,6.41948993532e-05
kappa_0p13,dynare,i,e_x,3,4.04474409117e-05
kappa_0p13,dynare,i,e_x,4,2.54848203329e-05
kappa_0p13,dynare,i,e_x,5,1.60572845343e-05
kappa_0p13,dynare,i,e_x,6,1.0117253457e-05
kappa_0p13,dynare,i,e_x,7,6.37460320857e-06
kappa_0p13,dynare,i,e_x,8,4.0164621989e-06
kappa_0p13,dynare,i,e_x,9,2.53066239064e-06
kappa_0p13,dynare,i,e_x,10,1.59450078658e-06
kappa_0p13,dynare,i,e_x,11,1.00465110155e-06
kappa_0p13,dynare,i,e_x,12,6.33003034137e-07
kappa_0p13,dynare,i,e_x,13,3.98837806091e-07
kappa_0p13,dynare,i,e_x,14,2.51296734752e-07
kappa_0p13,dynare,i,e_x,15,1.58335162647e-07
kappa_0p13,dynare,i,e_x,16,9.97626322333e-08
kappa_0p13,dynare,i,e_x,17,6.28576913913e-08
kappa_0p13,dynare,i,e_x,18,3.9604902944e-08
kappa_0p13,dynare,i,e_x,19,2.49539603269e-08
kappa_0p13,dynare,i,e_pi,0,0.000215493554204
kappa_0p13,dynare,i,e_pi,1,0.000135776563066
kappa_0p13,dynare,i,e_pi,2,8.55490789319e-05
kappa_0p13,dynare,i,e_pi,3,5.39021222872e-05
kappa_0p13,dynare,i,e_pi,4,3.39622451035e-05
kappa_0p13,dynare,i,e_pi,5,2.1398676778e-05
kappa_0p13,dynare,i,e_pi,6,1.34827178372e-05
kappa_0p13,dynare,i,e_pi,7,8.49508977417e-06
kappa_0p13,dynare,i,e_pi,8,5.35252247675e-06
kappa_0p13,dynare,i,e_pi,9,3.37247723399e-06
kappa_0p13,dynare,i,e_pi,10,2.12490517194e-06
kappa_0p13,dynare,i,e_pi,11,1.33884432021e-06
kappa_0p13,dynare,i,e_pi,12,8.43568991884e-07
kappa_0p13,dynare,i,e_pi,13,5.31509626123e-07
kappa_0p13,dynare,i,e_pi,14,3.3488960047e-07
kappa_0p13,dynare,i,e_pi,15,2.11004728778e-07
kappa_0p13,dynare,i,e_pi,16,1.32948277594e-07
kappa_0p13,dynare,i,e_pi,17,8.37670540259e-08
kappa_0p13,dynare,i,e_pi,18,5.27793173949e-08
kappa_0p13,dynare,i,e_pi,19,3.32547966143e-08
kappa_0p13,dynare,i,e_i,0,0.000458678413267
kappa_0p13,dynare,i,e_i,1,0.000289000655894
kappa_0p13,dynare,i,e_i,2,0.000182091366612
kappa_0p13,dynare,i,e_i,3,0.000114730763126
kappa_0p13,dynare,i,e_i,4,7.22886990872e-05
kappa_0p13,dynare,i,e_i,5,4.55471215685e-05
kappa_0p13,dynare,i,e_i,6,2.86979888886e-05
kappa_0p13,dynare,i,e_i,7,1.80818136885e-05
kappa_0p13,dynare,i,e_i,8,1.13928536085e-05
kappa_0p13,dynare,i,e_i,9,7.17832378877e-06
kappa_0p13,dynare,i,e_i,10,4.52286443653e-06
kappa_0p13,dynare,i,e_i,11,2.84973251601e-06
kappa_0p13,dynare,i,e_i,12,1.79553809908e-06
kappa_0p13,dynare,i,e_i,13,1.13131918422e-06
kappa_0p13,dynare,i,e_i,14,7.12813110031e-07
kappa_0p13,dynare,i,e_i,15,4.49123940368e-07
kappa_0p13,dynare,i,e_i,16,2.8298064524e-07
kappa_0p13,dynare,i,e_i,17,1.78298323431e-07
kappa_0p13,dynare,i,e_i,18,1.12340870915e-07
kappa_0p13,dynare,i,e_i,19,7.07828937208e-08
phi_pi_1p3,dynare,x,e_x,0,0.00396364187576
phi_pi_1p3,dynare,x,e_x,1,-0.000687552043575
phi_pi_1p3,dynare,x,e_x,2,-0.000456143297927
phi_pi_1p3,dynare,x,e_x,3,-0.000302619576493
phi_pi_1p3,dynare,x,e_x,4,-0.000200767189813
phi_pi_1p3,dynare,x,e_x,5,-0.000133195165272
phi_pi_1p3,dynare,x,e_x,6,-8.83657935756e-05
phi_pi_1p3,dynare,x,e_x,7,-5.86246014134e-05
phi_pi_1p3,dynare,x,e_x,8,-3.88933743682e-05
phi_pi_1p3,dynare,x,e_x,9,-2.58030678806e-05
phi_pi_1p3,dynare,x,e_x,10,-1.71185535549e-05
phi_pi_1p3,dynare,x,e_x,11,-1.13569780604e-05
phi_pi_1p3,dynare,x,e_x,12,-7.53457061957e-06
phi_pi_1p3,dynare,x,e_x,13,-4.99866726162e-06
phi_pi_1p3,dynare,x,e_x,14,-3.31627051546e-06
phi_pi_1p3,dynare,x,e_x,15,-2.20011646228e-06
phi_pi_1p3,dynare,x,e_x,16,-1.45962533063e-06
phi_pi_1p3,dynare,x,e_x,17,-9.68360603786e-07
phi_pi_1p3,dynare,x,e_x,18,-6.42440384726e-07
phi_pi_1p3,dynare,x,e_x,19,-4.26214827734e-07
phi_pi_1p3,dynare,x,e_pi,0,-0.00118473828742
phi_pi_1p3,dynare,x,e_pi,1,-0.000785992034575
phi_pi_1p3,dynare,x,e_pi,2,-0.000521451433598
phi_pi_1p3,dynare,x,e_pi,3,-0.000345947014271
phi_pi_1p3,dynare,x,e_pi,4,-0.000229511952545
phi_pi_1p3,dynare,x,e_pi,5,-0.000152265330204
phi_pi_1p3,dynare,x,e_pi,6,-0.000101017531005
phi_pi_1p3,dynare,x,e_pi,7,-6.7018155457e-05
phi_pi_1p3,dynare,x,e_pi,8,-4.44619178094e-05
phi_pi_1p3,dynare,x,e_pi,9,-2.94974118851e-05
phi_pi_1p3,dynare,x,e_pi,10,-1.9569495667e-05
phi_pi_1p3,dynare,x,e_pi,11,-1.29830088874e-05
phi_pi_1p3,dynare,x,e_pi,12,-8.61332977812e-06
phi_pi_1p3,dynare,x,e_pi,13,-5.7143494632e-06
phi_pi_1p3,dynare,x,e_pi,14,-3.79107623053e-06
phi_pi_1p3,dynare,x,e_pi,15,-2.5151172637e-06
phi_pi_1p3,dynare,x,e_pi,16,-1.66860660812e-06
phi_pi_1p3,dynare,x,e_pi,17,-1.10700524896e-06
phi_pi_1p3,dynare,x,e_pi,18,-7.34421531872e-07
phi_pi_1p3,dynare,x,e_pi,19,-4.87237966562e-07
phi_pi_1p3,dynare,x,e_i,0,-0.0033946197805
phi_pi_1p3,dynare,x,e_i,1,-0.00225209578876
phi_pi_1p3,dynare,x,e_i,2,-0.00149411002401
phi_pi_1p3,dynare,x,e_i,3,-0.000991238816298
phi_pi_1p3,dynare,x,e_i,4,-0.000657618498737
phi_pi_1p3,dynare,x,e_i,5,-0.000436284458166
phi_pi_1p3,dynare,x,e_i,6,-0.000289444607782
phi_pi_1p3,dynare,x,e_i,7,-0.000192026507949
phi_pi_1p3,dynare,x,e_i,8,-0.000127396326494
phi_pi_1p3,dynare,x,e_i,9,-8.451866452e-05
phi_pi_1p3,dynare,x,e_i,10,-5.60722969712e-05
phi_pi_1p3,dynare,x,e_i,11,-3.72000966353e-05
phi_pi_1p3,dynare,x,e_i,12,-2.46796950442e-05
phi_pi_1p3,dynare,x,e_i,13,-1.63732732591e-05
phi_pi_1p3,dynare,x,e_i,14,-1.08625360539e-05
phi_pi_1p3,dynare,x,e_i,15,-7.20654249489e-06
phi_pi_1p3,dynare,x,e_i,16,-4.78104325482e-06
phi_pi_1p3,dynare,x,e_i,17,-3.17189201627e-06
phi_pi_1p3,dynare,x,e_i,18,-2.10433129898e-06
phi_pi_1p3,dynare,x,e_i,19,-1.39607848979e-06
phi_pi_1p3,dynare,pi,e_x,0,0.000196486350014
phi_pi_1p3,dynare,pi,e_x,1,-0.00020136034583
phi_pi_1p3,dynare,pi,e_x,2,-0.000133588683325
phi_pi_1p3,dynare,pi,e_x,3,-8.86268656273e-05
phi_pi_1p3,dynare,pi,e_x,4,-5.87978046898e-05
phi_pi_1p3,dynare,pi,e_x,5,-3.90082827805e-05
phi_pi_1p3,dynare,pi,e_x,6,-2.58793016765e-05
phi_pi_1p3,dynare,pi,e_x,7,-1.71691294137e-05
phi_pi_1p3,dynare,pi,e_x,8,-1.13905316499e-05
phi_pi_1p3,dynare,pi,e_x,9,-7.55683110896e-06
phi_pi_1p3,dynare,pi,e_x,10,-5.013435559e-06
phi_pi_1p3,dynare,pi,e_x,11,-3.32606826086e-06
phi_pi_1p3,dynare,pi,e_x,12,-2.20661658971e-06
phi_pi_1p3,dynare,pi,e_x,13,-1.46393771627e-06
phi_pi_1p3,dynare,pi,e_x,14,-9.71221573844e-07
phi_pi_1p3,dynare,pi,e_x,15,-6.44338440779e-07
phi_pi_1p3,dynare,pi,e_x,16,-4.27474056843e-07
phi_pi_1p3,dynare,pi,e_x,17,-2.83599514959e-07
phi_pi_1p3,dynare,pi,e_x,18,-1.88148692528e-07
phi_pi_1p3,dynare,pi,e_x,19,-1.24823663768e-07
phi_pi_1p3,dynare,pi,e_pi,0,0.00242303090362
phi_pi_1p3,dynare,pi,e_pi,1,-0.00023019003344
phi_pi_1p3,dynare,pi,e_pi,2,-0.000152715190049
phi_pi_1p3,dynare,pi,e_pi,3,-0.000101315981944
phi_pi_1p3,dynare,pi,e_pi,4,-6.72161570438e-05
phi_pi_1p3,dynare,pi,e_pi,5,-4.45932781881e-05
phi_pi_1p3,dynare,pi,e_pi,6,-2.95845604245e-05
phi_pi_1p3,dynare,pi,e_pi,7,-1.96273127043e-05
phi_pi_1p3,dynare,pi,e_pi,8,-1.30213664988e-05
phi_pi_1p3,dynare,pi,e_pi,9,-8.63877740425e-06
phi_pi_1p3,dynare,pi,e_pi,10,-5.7312322057e-06
phi_pi_1p3,dynare,pi,e_pi,11,-3.80227676424e-06
phi_pi_1p3,dynare,pi,e_pi,12,-2.5225480443e-06
phi_pi_1p3,dynare,pi,e_pi,13,-1.67353641787e-06
phi_pi_1p3,dynare,pi,e_pi,14,-1.11027583727e-06
phi_pi_1p3,dynare,pi,e_pi,15,-7.36591341347e-07
phi_pi_1p3,dynare,pi,e_pi,16,-4.88677485299e-07
phi_pi_1p3,dynare,pi,e_pi,17,-3.24203762974e-07
phi_pi_1p3,dynare,pi,e_pi,18,-2.15086806919e-07
phi_pi_1p3,dynare,pi,e_pi,19,-1.42695242295e-07
phi_pi_1p3,dynare,pi,e_i,0,-0.000994167378822
phi_pi_1p3,dynare,pi,e_i,1,-0.000659561397723
phi_pi_1p3,dynare,pi,e_i,2,-0.000437573437464
phi_pi_1p3,dynare,pi,e_i,3,-0.000290299756528
phi_pi_1p3,dynare,pi,e_i,4,-0.000192593840085
phi_pi_1p3,dynare,pi,e_i,5,-0.000127772712186
phi_pi_1p3,dynare,pi,e_i,6,-8.47683704329e-05
phi_pi_1p3,dynare,pi,e_i,7,-5.62379595995e-05
phi_pi_1p3,dynare,pi,e_i,8,-3.73100023484e-05
phi_pi_1p3,dynare,pi,e_i,9,-2.47526098946e-05
phi_pi_1p3,dynare,pi,e_i,10,-1.64216472268e-05
phi_pi_1p3,dynare,pi,e_i,11,-1.08946288407e-05
phi_pi_1p3,dynare,pi,e_i,12,-7.22783384258e-06
phi_pi_1p3,dynare,pi,e_i,13,-4.79516859361e-06
phi_pi_1p3,dynare,pi,e_i,14,-3.18126320305e-06
phi_pi_1p3,dynare,pi,e_i,15,-2.11054843422e-06
phi_pi_1p3,dynare,pi,e_i,16,-1.40020312966e-06
phi_pi_1p3,dynare,pi,e_i,17,-9.28938077199e-07
phi_pi_1p3,dynare,pi,e_i,18,-6.16286260892e-07
phi_pi_1p3,dynare,pi,e_i,19,-4.08863372798e-07
phi_pi_1p3,dynare,i,e_x,0,0.000147445734834
phi_pi_1p3,dynare,i,e_x,1,9.78200623226e-05
phi_pi_1p3,dynare,i,e_x,2,6.48968558064e-05
phi_pi_1p3,dynare,i,e_x,3,4.30545819902e-05
phi_pi_1p3,dynare,i,e_x,4,2.85637417609e-05
phi_pi_1p3,dynare,i,e_x,5,1.89500700197e-05
phi_pi_1p3,dynare,i,e_x,6,1.25720627486e-05
phi_pi_1p3,dynare,i,e_x,7,8.34069539533e-06
phi_pi_1p3,dynare,i,e_x,8,5.5334753786e-06
phi_pi_1p3,dynare,i,e_x,9,3.67107876674e-06
phi_pi_1p3,dynare,i,e_x,10,2.43550723361e-06
phi_pi_1p3,dynare,i,e_x,11,1.6157908511e-06
phi_pi_1p3,dynare,i,e_x,12,1.07196564168e-06
phi_pi_1p3,dynare,i,e_x,13,7.11175172309e-07
phi_pi_1p3,dynare,i,e_x,14,4.71815612408e-07
phi_pi_1p3,dynare,i,e_x,15,3.13017074806e-07
phi_pi_1p3,dynare,i,e_x,16,2.07665211883e-07
phi_pi_1p3,dynare,i,e_x,17,1.37771526532e-07
phi_pi_1p3,dynare,i,e_x,18,9.14018932234e-08
phi_pi_1p3,dynare,i,e_x,19,6.06388438542e-08
phi_pi_1p3,dynare,i,e_pi,0,0.000168556219409
phi_pi_1p3,dynare,i,e_pi,1,0.000111825410928
phi_pi_1p3,dynare,i,e_pi,2,7.41884373837e-05
phi_pi_1p3,dynare,i,e_pi,3,4.92189046815e-05
phi_pi_1p3,dynare,i,e_pi,4,3.26533441527e-05
