scenario,source,variable,shock,horizon,response
phi_pi_2p0,dynare,i,e_i,0,0.000474813226043
phi_pi_2p0,dynare,i,e_i,1,0.000309690469989
phi_pi_2p0,dynare,i,e_i,2,0.000201991397758
phi_pi_2p0,dynare,i,e_i,3,0.000131746142429
phi_pi_2p0,dynare,i,e_i,4,8.59296298633e-05
phi_pi_2p0,dynare,i,e_i,5,5.60464325734e-05
phi_pi_2p0,dynare,i,e_i,6,3.65555235046e-05
phi_pi_2p0,dynare,i,e_i,7,2.38428431095e-05
phi_pi_2p0,dynare,i,e_i,8,1.55511701938e-05
phi_pi_2p0,dynare,i,e_i,9,1.0143039288e-05
phi_pi_2p0,dynare,i,e_i,10,6.61565944653e-06
phi_pi_2p0,dynare,i,e_i,11,4.31497391166e-06
phi_pi_2p0,dynare,i,e_i,12,2.81438305716e-06
phi_pi_2p0,dynare,i,e_i,13,1.83564307795e-06
phi_pi_2p0,dynare,i,e_i,14,1.19727323579e-06
phi_pi_2p0,dynare,i,e_i,15,7.80905187053e-07
phi_pi_2p0,dynare,i,e_i,16,5.09334789199e-07
phi_pi_2p0,dynare,i,e_i,17,3.3220669012e-07
phi_pi_2p0,dynare,i,e_i,18,2.16677296154e-07
phi_pi_2p0,dynare,i,e_i,19,1.41324819953e-07
phi_pi_2p1,dynare,x,e_x,0,0.00401488727748
phi_pi_2p1,dynare,x,e_x,1,-0.000641056180597
phi_pi_2p1,dynare,x,e_x,2,-0.000417163454788
phi_pi_2p1,dynare,x,e_x,3,-0.000271466609757
phi_pi_2p1,dynare,x,e_x,4,-0.000176655263944
phi_pi_2p1,dynare,x,e_x,5,-0.000114957350765
phi_pi_2p1,dynare,x,e_x,6,-7.48078047604e-05
phi_pi_2p1,dynare,x,e_x,7,-4.86807291209e-05
phi_pi_2p1,dynare,x,e_x,8,-3.16786917533e-05
phi_pi_2p1,dynare,x,e_x,9,-2.06147181713e-05
phi_pi_2p1,dynare,x,e_x,10,-1.34149038916e-05
phi_pi_2p1,dynare,x,e_x,11,-8.72966804228e-06
phi_pi_2p1,dynare,x,e_x,12,-5.68077898614e-06
phi_pi_2p1,dynare,x,e_x,13,-3.69673276613e-06
phi_pi_2p1,dynare,x,e_x,14,-2.40562661873e-06
phi_pi_2p1,dynare,x,e_x,15,-1.56544705686e-06
phi_pi_2p1,dynare,x,e_x,16,-1.01870525906e-06
phi_pi_2p1,dynare,x,e_x,17,-6.62916321758e-07
phi_pi_2p1,dynare,x,e_x,18,-4.31388810201e-07
phi_pi_2p1,dynare,x,e_x,19,-2.80723674254e-07
phi_pi_2p1,dynare,x,e_pi,0,-0.00161419738222
phi_pi_2p1,dynare,x,e_pi,1,-0.00105042924015
phi_pi_2p1,dynare,x,e_pi,2,-0.000683560511691
phi_pi_2p1,dynare,x,e_pi,3,-0.000444822892665
phi_pi_2p1,dynare,x,e_pi,4,-0.000289465822636
phi_pi_2p1,dynare,x,e_pi,5,-0.000188368143493
phi_pi_2p1,dynare,x,e_pi,6,-0.000122579436702
phi_pi_2p1,dynare,x,e_pi,7,-7.97678313511e-05
phi_pi_2p1,dynare,x,e_pi,8,-5.19084365997e-05
phi_pi_2p1,dynare,x,e_pi,9,-3.37791029866e-05
phi_pi_2p1,dynare,x,e_pi,10,-2.19815481514e-05
phi_pi_2p1,dynare,x,e_pi,11,-1.43043602822e-05
phi_pi_2p1,dynare,x,e_pi,12,-9.3084764401e-06
phi_pi_2p1,dynare,x,e_pi,13,-6.05743507059e-06
phi_pi_2p1,dynare,x,e_pi,14,-3.94183944821e-06
phi_pi_2p1,dynare,x,e_pi,15,-2.56512831825e-06
phi_pi_2p1,dynare,x,e_pi,16,-1.66924182872e-06
phi_pi_2p1,dynare,x,e_pi,17,-1.08624908272e-06
phi_pi_2p1,dynare,x,e_pi,18,-7.06870058856e-07
phi_pi_2p1,dynare,x,e_pi,19,-4.5999144032e-07
phi_pi_2p1,dynare,x,e_i,0,-0.00286318499841
phi_pi_2p1,dynare,x,e_i,1,-0.00186320042109
phi_pi_2p1,dynare,x,e_i,2,-0.00121246647041
phi_pi_2p1,dynare,x,e_i,3,-0.000789005264938
phi_pi_2p1,dynare,x,e_i,4,-0.00051344043179
phi_pi_2p1,dynare,x,e_i,5,-0.000334118273618
phi_pi_2p1,dynare,x,e_i,6,-0.00021742545747
phi_pi_2p1,dynare,x,e_i,7,-0.000141488309047
phi_pi_2p1,dynare,x,e_i,8,-9.20726663292e-05
phi_pi_2p1,dynare,x,e_i,9,-5.99157339715e-05
phi_pi_2p1,dynare,x,e_i,10,-3.89898036026e-05
phi_pi_2p1,dynare,x,e_i,11,-2.53723802447e-05
phi_pi_2p1,dynare,x,e_i,12,-1.65109238776e-05
phi_pi_2p1,dynare,x,e_i,13,-1.07443844315e-05
phi_pi_2p1,dynare,x,e_i,14,-6.99184356172e-06
phi_pi_2p1,dynare,x,e_i,15,-4.54990015513e-06
phi_pi_2p1,dynare,x,e_i,16,-2.96082016694e-06
phi_pi_2p1,dynare,x,e_i,17,-1.92673591993e-06
phi_pi_2p1,dynare,x,e_i,18,-1.25381181423e-06
phi_pi_2p1,dynare,x,e_i,19,-8.15910498816e-07
phi_pi_2p1,dynare,pi,e_x,0,0.000221756584288
phi_pi_2p1,dynare,pi,e_x,1,-0.000181065229669
phi_pi_2p1,dynare,pi,e_x,2,-0.000117827109443
phi_pi_2p1,dynare,pi,e_x,3,-7.6675282964e-05
phi_pi_2p1,dynare,pi,e_x,4,-4.98959793326e-05
phi_pi_2p1,dynare,pi,e_x,5,-3.24695085211e-05
phi_pi_2p1,dynare,pi,e_x,6,-2.11293374277e-05
phi_pi_2p1,dynare,pi,e_x,7,-1.37497892782e-05
phi_pi_2p1,dynare,pi,e_x,8,-8.94759269394e-06
phi_pi_2p1,dynare,pi,e_x,9,-5.8225921428e-06
phi_pi_2p1,dynare,pi,e_x,10,-3.78901682509e-06
phi_pi_2p1,dynare,pi,e_x,11,-2.46567991519e-06
phi_pi_2p1,dynare,pi,e_x,12,-1.60452637843e-06
phi_pi_2p1,dynare,pi,e_x,13,-1.04413589258e-06
phi_pi_2p1,dynare,pi,e_x,14,-6.79465153603e-07
phi_pi_2p1,dynare,pi,e_x,15,-4.42157863015e-07
phi_pi_2p1,dynare,pi,e_x,16,-2.87731570617e-07
phi_pi_2p1,dynare,pi,e_x,17,-1.8723958942e-07
phi_pi_2p1,dynare,pi,e_x,18,-1.21845036924e-07
phi_pi_2p1,dynare,pi,e_x,19,-7.92899251121e-08
phi_pi_2p1,dynare,pi,e_pi,0,0.00231407269037
phi_pi_2p1,dynare,pi,e_pi,1,-0.000296691955207
phi_pi_2p1,dynare,pi,e_pi,2,-0.000193070505812
phi_pi_2p1,dynare,pi,e_pi,3,-0.000125639470705
phi_pi_2p1,dynare,pi,e_pi,4,-8.17591300783e-05
phi_pi_2p1,dynare,pi,e_pi,5,-5.32042622725e-05
phi_pi_2p1,dynare,pi,e_pi,6,-3.46223537512e-05
phi_pi_2p1,dynare,pi,e_pi,7,-2.25302885159e-05
phi_pi_2p1,dynare,pi,e_pi,8,-1.46614497748e-05
phi_pi_2p1,dynare,pi,e_pi,9,-9.54085028019e-06
phi_pi_2p1,dynare,pi,e_pi,10,-6.20865094974e-06
phi_pi_2p1,dynare,pi,e_pi,11,-4.0402422723e-06
phi_pi_2p1,dynare,pi,e_pi,12,-2.62916336431e-06
phi_pi_2p1,dynare,pi,e_pi,13,-1.7109122499e-06
phi_pi_2p1,dynare,pi,e_pi,14,-1.11336585874e-06
phi_pi_2p1,dynare,pi,e_pi,15,-7.24516137791e-07
phi_pi_2p1,dynare,pi,e_pi,16,-4.71474520079e-07
phi_pi_2p1,dynare,pi,e_pi,17,-3.06809208917e-07
phi_pi_2p1,dynare,pi,e_pi,18,-1.99654247828e-07
phi_pi_2p1,dynare,pi,e_pi,19,-1.29923801233e-07
phi_pi_2p1,dynare,pi,e_i,0,-0.000808701740988
phi_pi_2p1,dynare,pi,e_i,1,-0.000526257795143
phi_pi_2p1,dynare,pi,e_i,2,-0.000342459095748
phi_pi_2p1,dynare,pi,e_i,3,-0.000222853197317
phi_pi_2p1,dynare,pi,e_i,4,-0.000145020378115
phi_pi_2p1,dynare,pi,e_i,5,-9.43711390363e-05
phi_pi_2p1,dynare,pi,e_i,6,-6.14114512647e-05
phi_pi_2p1,dynare,pi,e_i,7,-3.99631326372e-05
phi_pi_2p1,dynare,pi,e_i,8,-2.60057682613e-05
phi_pi_2p1,dynare,pi,e_i,9,-1.69230973207e-05
phi_pi_2p1,dynare,pi,e_i,10,-1.10126038212e-05
phi_pi_2p1,dynare,pi,e_i,11,-7.16638571674e-06
phi_pi_2p1,dynare,pi,e_i,12,-4.66348241296e-06
phi_pi_2p1,dynare,pi,e_i,13,-3.03473313825e-06
phi_pi_2p1,dynare,pi,e_i,14,-1.97483434156e-06
phi_pi_2p1,dynare,pi,e_i,15,-1.28511157289e-06
phi_pi_2p1,dynare,pi,e_i,16,-8.36278628552e-07
phi_pi_2p1,dynare,pi,e_i,17,-5.44203288903e-07
phi_pi_2p1,dynare,pi,e_i,18,-3.54137017904e-07
phi_pi_2p1,dynare,pi,e_i,19,-2.30452534939e-07
phi_pi_2p1,dynare,i,e_x,0,0.000162991312254
phi_pi_2p1,dynare,i,e_x,1,0.000106065616366
phi_pi_2p1,dynare,i,e_x,2,6.90215620668e-05
phi_pi_2p1,dynare,i,e_x,3,4.49153664813e-05
phi_pi_2p1,dynare,i,e_x,4,2.92284046571e-05
phi_pi_2p1,dynare,i,e_x,5,1.90202085773e-05
phi_pi_2p1,dynare,i,e_x,6,1.23772863612e-05
phi_pi_2p1,dynare,i,e_x,7,8.05444467369e-06
phi_pi_2p1,dynare,i,e_x,8,5.24138143921e-06
phi_pi_2p1,dynare,i,e_x,9,3.41079745461e-06
phi_pi_2p1,dynare,i,e_x,10,2.21955593412e-06
phi_pi_2p1,dynare,i,e_x,11,1.44436267771e-06
phi_pi_2p1,dynare,i,e_x,12,9.39910327424e-07
phi_pi_2p1,dynare,i,e_x,13,6.11640993796e-07
phi_pi_2p1,dynare,i,e_x,14,3.98021698853e-07
phi_pi_2p1,dynare,i,e_x,15,2.59010227184e-07
phi_pi_2p1,dynare,i,e_x,16,1.68549347885e-07
phi_pi_2p1,dynare,i,e_x,17,1.09682474632e-07
phi_pi_2p1,dynare,i,e_x,18,7.13752108354e-08
phi_pi_2p1,dynare,i,e_x,19,4.64469892643e-08
phi_pi_2p1,dynare,i,e_pi,0,0.000267076186867
phi_pi_2p1,dynare,i,e_pi,1,0.000173798222648
phi_pi_2p1,dynare,i,e_pi,2,0.000113098148322
phi_pi_2p1,dynare,i,e_pi,3,7.35979399498e-05
phi_pi_2p1,dynare,i,e_pi,4,4.78934168705e-05
phi_pi_2p1,dynare,i,e_pi,5,3.11663530405e-05
phi_pi_2p1,dynare,i,e_pi,6,2.02813168347e-05
phi_pi_2p1,dynare,i,e_pi,7,1.31979449766e-05
phi_pi_2p1,dynare,i,e_pi,8,8.58848333293e-06
phi_pi_2p1,dynare,i,e_pi,9,5.58890388549e-06
phi_pi_2p1,dynare,i,e_pi,10,3.63694559684e-06
phi_pi_2p1,dynare,i,e_pi,11,2.36672047782e-06
phi_pi_2p1,dynare,i,e_pi,12,1.54012911961e-06
phi_pi_2p1,dynare,i,e_pi,13,1.00222976364e-06
phi_pi_2p1,dynare,i,e_pi,14,6.52194992177e-07
phi_pi_2p1,dynare,i,e_pi,15,4.24411969445e-07
phi_pi_2p1,dynare,i,e_pi,16,2.76183537084e-07
phi_pi_2p1,dynare,i,e_pi,17,1.79724776038e-07
phi_pi_2p1,dynare,i,e_pi,18,1.16954817304e-07
phi_pi_2p1,dynare,i,e_pi,19,7.61076440993e-08
phi_pi_2p1,dynare,i,e_i,0,0.000473726782171
phi_pi_2p1,dynare,i,e_i,1,0.000308274854931
phi_pi_2p1,dynare,i,e_i,2,0.000200608008158
phi_pi_2p1,dynare,i,e_i,3,0.000130544455033
phi_pi_2p1,dynare,i,e_i,4,8.49510191356e-05
phi_pi_2p1,dynare,i,e_i,5,5.52813648834e-05
phi_pi_2p1,dynare,i,e_i,6,3.59740157855e-05
phi_pi_2p1,dynare,i,e_i,7,2.3409874457e-05
phi_pi_2p1,dynare,i,e_i,8,1.5233835037e-05
phi_pi_2p1,dynare,i,e_i,9,9.91332654771e-06
phi_pi_2p1,dynare,i,e_i,10,6.45103764109e-06
phi_pi_2p1,dynare,i,e_i,11,4.1979739542e-06
phi_pi_2p1,dynare,i,e_i,12,2.73180630785e-06
phi_pi_2p1,dynare,i,e_i,13,1.77770652821e-06
phi_pi_2p1,dynare,i,e_i,14,1.1568318337e-06
phi_pi_2p1,dynare,i,e_i,15,7.52801359635e-07
phi_pi_2p1,dynare,i,e_i,16,4.89880958112e-07
phi_pi_2p1,dynare,i,e_i,17,3.18787087788e-07
phi_pi_2p1,dynare,i,e_i,18,2.07448780479e-07
phi_pi_2p1,dynare,i,e_i,19,1.34996046486e-07
phi_pi_2p2,dynare,x,e_x,0,0.00401889673888
phi_pi_2p2,dynare,x,e_x,1,-0.000637005997073
phi_pi_2p2,dynare,x,e_x,2,-0.000413592183808
phi_pi_2p2,dynare,x,e_x,3,-0.000268535139847
phi_pi_2p2,dynare,x,e_x,4,-0.000174353201428
phi_pi_2p2,dynare,x,e_x,5,-0.00011320320635
phi_pi_2p2,dynare,x,e_x,6,-7.350003225e-05
phi_pi_2p2,dynare,x,e_x,7,-4.7721746715e-05
phi_pi_2p2,dynare,x,e_x,8,-3.09845457181e-05
phi_pi_2p2,dynare,x,e_x,9,-2.01174965177e-05
phi_pi_2p2,dynare,x,e_x,10,-1.30617911852e-05
phi_pi_2p2,dynare,x,e_x,11,-8.48069683108e-06
phi_pi_2p2,dynare,x,e_x,12,-5.50630596682e-06
phi_pi_2p2,dynare,x,e_x,13,-3.57510780118e-06
phi_pi_2p2,dynare,x,e_x,14,-2.32122876336e-06
phi_pi_2p2,dynare,x,e_x,15,-1.5071162246e-06
phi_pi_2p2,dynare,x,e_x,16,-9.78533158951e-07
phi_pi_2p2,dynare,x,e_x,17,-6.35337293525e-07
phi_pi_2p2,dynare,x,e_x,18,-4.12508736011e-07
phi_pi_2p2,dynare,x,e_x,19,-2.67831684083e-07
phi_pi_2p2,dynare,x,e_pi,0,-0.00166078979812
phi_pi_2p2,dynare,x,e_pi,1,-0.00107830959616
phi_pi_2p2,dynare,x,e_pi,2,-0.000700119657813
phi_pi_2p2,dynare,x,e_pi,3,-0.000454570317286
phi_pi_2p2,dynare,x,e_pi,4,-0.000295141224862
phi_pi_2p2,dynare,x,e_pi,5,-0.000191627872082
phi_pi_2p2,dynare,x,e_pi,6,-0.000124419221259
phi_pi_2p2,dynare,x,e_pi,7,-8.07823123559e-05
phi_pi_2p2,dynare,x,e_pi,8,-5.24499504462e-05
phi_pi_2p2,dynare,x,e_pi,9,-3.40544510497e-05
phi_pi_2p2,dynare,x,e_pi,10,-2.21107098563e-05
phi_pi_2p2,dynare,x,e_pi,11,-1.43559351357e-05
phi_pi_2p2,dynare,x,e_pi,12,-9.32095237828e-06
phi_pi_2p2,dynare,x,e_pi,13,-6.051863039e-06
phi_pi_2p2,dynare,x,e_pi,14,-3.92932446776e-06
phi_pi_2p2,dynare,x,e_pi,15,-2.55121285354e-06
phi_pi_2p2,dynare,x,e_pi,16,-1.65643918629e-06
phi_pi_2p2,dynare,x,e_pi,17,-1.07548485187e-06
phi_pi_2p2,dynare,x,e_pi,18,-6.98285621459e-07
phi_pi_2p2,dynare,x,e_pi,19,-4.53379523e-07
phi_pi_2p2,dynare,x,e_i,0,-0.00281192707582
phi_pi_2p2,dynare,x,e_i,1,-0.00182571446005
phi_pi_2p2,dynare,x,e_i,2,-0.00118539108582
phi_pi_2p2,dynare,x,e_i,3,-0.000769645011356
phi_pi_2p2,dynare,x,e_i,4,-0.000499711403765
phi_pi_2p2,dynare,x,e_i,5,-0.00032445021194
phi_pi_2p2,dynare,x,e_i,6,-0.000210657469961
phi_pi_2p2,dynare,x,e_i,7,-0.000136774666859
phi_pi_2p2,dynare,x,e_i,8,-8.88043965295e-05
phi_pi_2p2,dynare,x,e_i,9,-5.7658490597e-05
phi_pi_2p2,dynare,x,e_i,10,-3.74362268969e-05
phi_pi_2p2,dynare,x,e_i,11,-2.43064129804e-05
phi_pi_2p2,dynare,x,e_i,12,-1.57815506782e-05
phi_pi_2p2,dynare,x,e_i,13,-1.02465691671e-05
phi_pi_2p2,dynare,x,e_i,14,-6.65284304675e-06
phi_pi_2p2,dynare,x,e_i,15,-4.31952587084e-06
phi_pi_2p2,dynare,x,e_i,16,-2.80456094e-06
phi_pi_2p2,dynare,x,e_i,17,-1.82093181089e-06
phi_pi_2p2,dynare,x,e_i,18,-1.18228583042e-06
phi_pi_2p2,dynare,x,e_i,19,-7.67628846098e-07
phi_pi_2p2,dynare,pi,e_x,0,0.00022402553322
phi_pi_2p2,dynare,pi,e_x,1,-0.000179183371766
phi_pi_2p2,dynare,pi,e_x,2,-0.000116339316068
phi_pi_2p2,dynare,pi,e_x,3,-7.55362304541e-05
phi_pi_2p2,dynare,pi,e_x,4,-4.90437996718e-05
phi_pi_2p2,dynare,pi,e_x,5,-3.18429218904e-05
phi_pi_2p2,dynare,pi,e_x,6,-2.0674818862e-05
phi_pi_2p2,dynare,pi,e_x,7,-1.3423646751e-05
phi_pi_2p2,dynare,pi,e_x,8,-8.71564066889e-06
phi_pi_2p2,dynare,pi,e_x,9,-5.65884916955e-06
phi_pi_2p2,dynare,pi,e_x,10,-3.67415031669e-06
phi_pi_2p2,dynare,pi,e_x,11,-2.38553461051e-06
phi_pi_2p2,dynare,pi,e_x,12,-1.54886841512e-06
phi_pi_2p2,dynare,pi,e_x,13,-1.00564181999e-06
phi_pi_2p2,dynare,pi,e_x,14,-6.5293827432e-07
phi_pi_2p2,dynare,pi,e_x,15,-4.23936615996e-07
phi_pi_2p2,dynare,pi,e_x,16,-2.75251522924e-07
phi_pi_2p2,dynare,pi,e_x,17,-1.78713982264e-07
phi_pi_2p2,dynare,pi,e_x,18,-1.16034553114e-07
phi_pi_2p2,dynare,pi,e_x,19,-7.5338355432e-08
phi_pi_2p2,dynare,pi,e_pi,0,0.0023028365554
phi_pi_2p2,dynare,pi,e_pi,1,-0.000303317629873
phi_pi_2p2,dynare,pi,e_pi,2,-0.000196936608923
phi_pi_2p2,dynare,pi,e_pi,3,-0.00012786605233
phi_pi_2p2,dynare,pi,e_pi,4,-8.30202542221e-05
phi_pi_2p2,dynare,pi,e_pi,5,-5.39029905556e-05
phi_pi_2p2,dynare,pi,e_pi,6,-3.49978739292e-05
phi_pi_2p2,dynare,pi,e_pi,7,-2.27232509168e-05
phi_pi_2p2,dynare,pi,e_pi,8,-1.47536428434e-05
phi_pi_2p2,dynare,pi,e_pi,9,-9.57917412202e-06
phi_pi_2p2,dynare,pi,e_pi,10,-6.21952000831e-06
phi_pi_2p2,dynare,pi,e_pi,11,-4.03817997679e-06
phi_pi_2p2,dynare,pi,e_pi,12,-2.62189003382e-06
phi_pi_2p2,dynare,pi,e_pi,13,-1.70232812529e-06
phi_pi_2p2,dynare,pi,e_pi,14,-1.10527940103e-06
phi_pi_2p2,dynare,pi,e_pi,15,-7.17630482744e-07
phi_pi_2p2,dynare,pi,e_pi,16,-4.65939661305e-07
phi_pi_2p2,dynare,pi,e_pi,17,-3.02523057754e-07
phi_pi_2p2,dynare,pi,e_pi,18,-1.96420712966e-07
phi_pi_2p2,dynare,pi,e_pi,19,-1.2753109389e-07
phi_pi_2p2,dynare,pi,e_i,0,-0.00079096676785
phi_pi_2p2,dynare,pi,e_i,1,-0.000513555091064
phi_pi_2p2,dynare,pi,e_i,2,-0.000333438574511
phi_pi_2p2,dynare,pi,e_i,3,-0.000216493390693
phi_pi_2p2,dynare,pi,e_i,4,-0.000140563785346
phi_pi_2p2,dynare,pi,e_i,5,-9.12645771198e-05
phi_pi_2p2,dynare,pi,e_i,6,-5.92558247941e-05
phi_pi_2p2,dynare,pi,e_i,7,-3.84733363462e-05
phi_pi_2p2,dynare,pi,e_i,8,-2.49797824054e-05
phi_pi_2p2,dynare,pi,e_i,9,-1.62187527332e-05
phi_pi_2p2,dynare,pi,e_i,10,-1.05304336104e-05
phi_pi_2p2,dynare,pi,e_i,11,-6.83714918443e-06
phi_pi_2p2,dynare,pi,e_i,12,-4.43919127168e-06
phi_pi_2p2,dynare,pi,e_i,13,-2.88225671475e-06
phi_pi_2p2,dynare,pi,e_i,14,-1.87137774907e-06
phi_pi_2p2,dynare,pi,e_i,15,-1.21503912605e-06
phi_pi_2p2,dynare,pi,e_i,16,-7.88894748029e-07
phi_pi_2p2,dynare,pi,e_i,17,-5.1220978002e-07
phi_pi_2p2,dynare,pi,e_i,18,-3.3256509744e-07
phi_pi_2p2,dynare,pi,e_i,19,-2.1592626371e-07
phi_pi_2p2,dynare,i,e_x,0,0.000164913892278
phi_pi_2p2,dynare,i,e_x,1,0.000107074497196
phi_pi_2p2,dynare,i,e_x,2,6.95208135073e-05
phi_pi_2p2,dynare,i,e_x,3,4.51381387471e-05
phi_pi_2p2,dynare,i,e_x,4,2.93070731881e-05
phi_pi_2p2,dynare,i,e_x,5,1.90283552378e-05
phi_pi_2p2,dynare,i,e_x,6,1.2354638784e-05
phi_pi_2p2,dynare,i,e_x,7,8.02156032802e-06
phi_pi_2p2,dynare,i,e_x,8,5.20820003086e-06
phi_pi_2p2,dynare,i,e_x,9,3.38155501577e-06
phi_pi_2p2,dynare,i,e_x,10,2.19555974365e-06
phi_pi_2p2,dynare,i,e_x,11,1.42552244913e-06
phi_pi_2p2,dynare,i,e_x,12,9.25556345645e-07
phi_pi_2p2,dynare,i,e_x,13,6.00940763497e-07
phi_pi_2p2,dynare,i,e_x,14,3.90175922764e-07
phi_pi_2p2,dynare,i,e_x,15,2.53331542728e-07
phi_pi_2p2,dynare,i,e_x,16,1.64481883162e-07
phi_pi_2p2,dynare,i,e_x,17,1.067940044e-07
phi_pi_2p2,dynare,i,e_x,18,6.93386964963e-08
phi_pi_2p2,dynare,i,e_x,19,4.50198946915e-08
phi_pi_2p2,dynare,i,e_pi,0,0.000279162572094
phi_pi_2p2,dynare,i,e_pi,1,0.00018125332942
phi_pi_2p2,dynare,i,e_pi,2,0.000117683288198
phi_pi_2p2,dynare,i,e_pi,3,7.64088382013e-05
phi_pi_2p2,dynare,i,e_pi,4,4.96103622245e-05
phi_pi_2p2,dynare,i,e_pi,5,3.22107768941e-05
phi_pi_2p2,dynare,i,e_pi,6,2.0913657986e-05
phi_pi_2p2,dynare,i,e_pi,7,1.35787190664e-05
phi_pi_2p2,dynare,i,e_pi,8,8.81632527447e-06
phi_pi_2p2,dynare,i,e_pi,9,5.72422118503e-06
phi_pi_2p2,dynare,i,e_pi,10,3.71659474384e-06
phi_pi_2p2,dynare,i,e_pi,11,2.41309272362e-06
phi_pi_2p2,dynare,i,e_pi,12,1.56676121399e-06
phi_pi_2p2,dynare,i,e_pi,13,1.01725917021e-06
phi_pi_2p2,dynare,i,e_pi,14,6.60481131479e-07
phi_pi_2p2,dynare,i,e_pi,15,4.2883400594e-07
phi_pi_2p2,dynare,i,e_pi,16,2.78431276665e-07
phi_pi_2p2,dynare,i,e_pi,17,1.80778517448e-07
phi_pi_2p2,dynare,i,e_pi,18,1.17375004569e-07
phi_pi_2p2,dynare,i,e_pi,19,7.62086772924e-08
phi_pi_2p2,dynare,i,e_i,0,0.000472657524699
phi_pi_2p2,dynare,i,e_i,1,0.000306884799723
phi_pi_2p2,dynare,i,e_i,2,0.000199252683771
phi_pi_2p2,dynare,i,e_i,3,0.000129369822245
phi_pi_2p2,dynare,i,e_i,4,8.39966147056e-05
phi_pi_2p2,dynare,i,e_i,5,5.45369171848e-05
phi_pi_2p2,dynare,i,e_i,6,3.54094667559e-05
phi_pi_2p2,dynare,i,e_i,7,2.29904879237e-05
phi_pi_2p2,dynare,i,e_i,8,1.49271531993e-05
phi_pi_2p2,dynare,i,e_i,9,9.69183008971e-06
phi_pi_2p2,dynare,i,e_i,10,6.29266473208e-06
phi_pi_2p2,dynare,i,e_i,11,4.08567103053e-06
phi_pi_2p2,dynare,i,e_i,12,2.65272479632e-06
phi_pi_2p2,dynare,i,e_i,13,1.72234837128e-06
phi_pi_2p2,dynare,i,e_i,14,1.11827804986e-06
phi_pi_2p2,dynare,i,e_i,15,7.2607018281e-07
phi_pi_2p2,dynare,i,e_i,16,4.7141934909e-07
phi_pi_2p2,dynare,i,e_i,17,3.06080883031e-07
phi_pi_2p2,dynare,i,e_i,18,1.98730720615e-07
phi_pi_2p2,dynare,i,e_i,19,1.29030924523e-07
